date,time,title
20170504.0,21:30,美联储加息预期升温，金价跌破1230美元关口且创六周新低
20170504.0,21:25,美联储加息预期升温，金价跌破1230美元关口且创六周新低
20170504.0,20:39,[短讯]现货黄金跌破1230美元/盎司关口，续刷3月21日来低点
20170504.0,20:05,[短讯]上海黄金交易所黄金T+D5月4日（周四）晚盘盘初下跌0.71%报275.84元...
20170504.0,20:05,[短讯]上海黄金交易所白银T+D5月4日（周四）晚盘盘初下跌1.11%报3906.00元...
20170504.0,19:24,[短讯]伦敦金银市场协会现货白银2017年5月4日（周四）电子定盘价为16.50美...
20170504.0,17:19,瑞达期货：甲醇增仓下挫，封于跌停
20170504.0,17:19,方正中期：铁矿石破位暴跌 防范资金极端打压及洗盘
20170504.0,17:19,方正中期：螺纹钢或延续承压弱势波动 防范资金减仓洗盘
20170504.0,17:19,方正中期：螺纹钢恐慌性减仓破位暴跌 注意市场情绪影响
20170504.0,17:18,弘业期货：大宗商品普跌  沪铜承压下行
20170504.0,17:18,瑞达期货：菜粕高位调整 菜油维持振荡国外盘面
20170504.0,17:18,瑞达期货：沪铜跳空低开 短期下跌风险攀升
20170504.0,17:18,瑞达期货：市场情绪偏空 沪锌延续回落态势
20170504.0,17:18,瑞达期货：郑糖放量上行 站上6700元上方
20170504.0,17:18,瑞达期货：PVC低开低走短期建议逢高抛空
20170504.0,17:18,方正中期：铁矿石延续跌势 防范极端下跌及洗盘
20170504.0,16:19,[短讯]高盛：预计现货黄金12个月目标价仍在1250美元/盎司
20170504.0,16:19,[短讯]高盛：预计在短期内现货黄金将平稳走低
20170504.0,16:09,[短讯]伦敦金属交易所(LME)：铜库存增加32925吨，铝库存减少7175吨，锌库...
20170504.0,16:09,[短讯]镍库存增加30吨，锡库存减少35吨，铅库存增加5550吨
20170504.0,15:35,[短讯]上海黄金交易所黄金T+D5月4日（周四）午盘收盘下跌1.48%报276.04元...
20170504.0,15:35,[短讯]上海黄金交易所白银T+D5月4日（周四）午盘收盘下跌2.54%报3911.00元...
20170504.0,14:45,[短讯]螺纹钢期货跌停
20170504.0,14:40,[短讯]铁矿石、橡胶、热卷、郑醇期货跌停
20170504.0,14:40,[短讯]商品期货普跌，铁矿石、橡胶、热卷、郑醇期货跌停，焦炭跌逾7%，焦...
20170504.0,14:04,[短讯]午后黑色系扩大跌幅，铁矿石跌停，热卷跌逾5%，焦炭、焦煤、螺纹钢...
20170504.0,14:04,[短讯]COMEX黄金主力期货下跌1%至1236美元/盎司
20170504.0,13:24,【图解】世界黄金协会报告：一季度全球黄金总需求同比下降18%！
20170504.0,12:59,[短讯]世界黄金协会：第一季度金饰需求总体稳定，为480.9吨，较2016年第一...
20170504.0,12:59,[短讯]这主要是因为2016年第一季度是有数据来需求最旺盛的第一季度(接上条...
20170504.0,12:59,[短讯]世界黄金协会：2017年第一季度的全球黄金总需求为1034.5吨，同比下...
20170504.0,11:34,[短讯]上海黄金交易所黄金T+D5月4日（周四）早盘收盘下跌0.99%报277.42元...
20170504.0,11:34,[短讯]上海黄金交易所白银T+D5月4日（周四）早盘收盘下跌1.17%报3966.00元...
20170504.0,11:09,【图解】清一色“跌”字当头！大宗商品市场的冬天真来了？
20170504.0,10:39,加息预期甚嚣尘上 金价跌破上行通道
20170504.0,10:04,美联储乐观预期打压金价 6月加息板上钉钉！
20170504.0,10:04,美联储逆境中展露“鹰喉”！美元“胜天半子”金银惨遭暴跌
20170504.0,09:55,如履薄冰！技术面传重大“噩耗” 黄金将被打入“冷宫”？
20170504.0,09:04,[短讯]上海黄金交易所黄金T+D5月4日（周四）早盘盘初下跌0.75%报278.10元...
20170504.0,09:04,[短讯]上海黄金交易所白银T+D5月4日（周四）早盘盘初下跌0.87%报3978.00元...
20170504.0,06:40,技术分析：美联储决议击沉黄金 当前正测试关键均线
20170503.0,22:04,[短讯]现货黄金扩大跌幅，跌破1250美元/盎司关口，现报1249.73美元/盎司
20170503.0,21:59,[短讯]现货白银刷新日内新低，现报16.586美元/盎司
20170503.0,20:05,[短讯]上海黄金交易所白银T+D5月3日（周三）晚盘盘初下跌0.05%报4011.00元...
20170503.0,20:05,[短讯]上海黄金交易所黄金T+D5月3日（周三）晚盘盘初下跌0.05%报280.05元...
20170503.0,19:24,[短讯]伦敦金银市场协会现货白银2017年5月3日（周三）电子定盘价为16.85美...
20170503.0,16:04,[短讯]伦敦金属交易所(LME)：铜库存增加31250吨，铝库存减少16225吨，锌库...
20170503.0,16:04,[短讯]镍库存增加1290吨，锡库存减少200吨，铅库存减少725吨
20170503.0,13:34,[短讯]上海黄金交易所黄金T+D5月3日（周三）午盘盘初下跌0.27%报280.35元...
20170503.0,13:34,[短讯]上海黄金交易所白银T+D5月3日（周三）午盘盘初下跌0.12%报4016.00元...
20170503.0,11:34,[短讯]上海黄金交易所黄金T+D5月3日（周三）早盘收盘下跌0.25%报280.39元...
20170503.0,11:34,[短讯]上海黄金交易所白银T+D5月3日（周三）早盘收盘下跌0.10%报4017.00元...
20170503.0,11:13,新纪元期货：黄金维持逢低偏多的思路
